"sample","fieldID","region","site","management","treatment","plot","day","lat","lon","sand_pct","soil_moisture","soil_temp","pH","soil_tot_C","soil_tot_N","abv_plant_biomass","plant_avail_N","fb_ratio","microbial_biomass","ITS_ID","X16S_ID","X16Sf","X16Sr","ITSf","ITSr","md5_16Sf","md5_16Sr","md5_ITSf","md5_ITSr","exp_alias_16S","run_alias_16S","exp_alias_ITS","run_alias_ITS","run_acc_16S","exp_acc_16S","run_acc_ITS","exp_acc_ITS","samp_acc","ext_id_acc","proj_acc"
"YoS2InDp1d60","YoS2In","Yo",2,"In","D",1,60,54.253097,-2.3189185,31.78682,64.3,15.3,5.57,5.91494817,0.39296305,NA,0.00143379207570914,0.0234546692352779,0.0187144606780471,"ResRisMcr-2-B-G-08-YoS2InDp1d60-ITS-1","ResRisMcr-2-B-G-08-YoS2InDp1d60-16S-1","ResRisMcr-2-B-G-08-YoS2InDp1d60-16S-1_S176_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-08-YoS2InDp1d60-16S-1_S176_L001_R2_001.fastq.gz","ResRisMcr-2-B-G-08-YoS2InDp1d60-ITS-1_S176_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-08-YoS2InDp1d60-ITS-1_S176_L001_R2_001.fastq.gz","a12919f269fcd86b08d23cd87f0bfc30","3b9d6efac08247f158deac86bf297391","3ca418fb77d45663376ab7595c56ea40","89091d58598e08f583ab2efd3f81f094","YoS2InDp1d60_16S_exp","YoS2InDp1d60_16S_run","YoS2InDp1d60_ITS_exp","YoS2InDp1d60_ITS_run","ERR11532153","ERX10936719","ERR11532494","ERX10937060","ERS15578174","SAMEA113583265","PRJEB63076"
"YoS2InDp2d0","YoS2In","Yo",2,"In","D",2,0,54.2531772,-2.3188098,31.78682,59.5,15.6,5.13,2.48762696,0.22894369,0.371818181818182,0.003311997831156,0.0400260294107797,0.0116880220191615,"ResRisMcr-3-C-E-12-YoS2InDp2d0-ITS-1","ResRisMcr-3-C-E-12-YoS2InDp2d0-16S-1","ResRisMcr-3-C-E-12-YoS2InDp2d0-16S-1_S252_L001_R1_001.fastq.gz","ResRisMcr-3-C-E-12-YoS2InDp2d0-16S-1_S252_L001_R2_001.fastq.gz","ResRisMcr-3-C-E-12-YoS2InDp2d0-ITS-1_S252_L001_R1_001.fastq.gz","ResRisMcr-3-C-E-12-YoS2InDp2d0-ITS-1_S252_L001_R2_001.fastq.gz","00b8dcf387f16cb915387927a826ae0a","09af2d3650060d4825baebf3dfda0e48","242412bafda69c936ecbf02eae9ab72e","8808c0bc21a309b0d35fc15ad3a2492b","YoS2InDp2d0_16S_exp","YoS2InDp2d0_16S_run","YoS2InDp2d0_ITS_exp","YoS2InDp2d0_ITS_run","ERR11532154","ERX10936720","ERR11532495","ERX10937061","ERS15578175","SAMEA113583266","PRJEB63076"
"YoS2InDp2d60","YoS2In","Yo",2,"In","D",2,60,54.2531772,-2.3188098,31.78682,66.6,16.4,5.13,5.92178231,0.43396789,NA,0.00160989654982381,0.0238594321658724,0.0202501860460946,"ResRisMcr-2-B-G-07-YoS2InDp2d60-ITS-1","ResRisMcr-2-B-G-07-YoS2InDp2d60-16S-1","ResRisMcr-2-B-G-07-YoS2InDp2d60-16S-1_S175_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-07-YoS2InDp2d60-16S-1_S175_L001_R2_001.fastq.gz","ResRisMcr-2-B-G-07-YoS2InDp2d60-ITS-1_S175_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-07-YoS2InDp2d60-ITS-1_S175_L001_R2_001.fastq.gz","ea64b498631072163fa5be18ad00a56a","2ddae2521e2f143d3b9a12db0964cbda","3885be45c6d3c09aacd45f367991721d","c4910600c731f21fbec7d9bf3a76180e","YoS2InDp2d60_16S_exp","YoS2InDp2d60_16S_run","YoS2InDp2d60_ITS_exp","YoS2InDp2d60_ITS_run","ERR11532155","ERX10936721","ERR11532496","ERX10937062","ERS15578176","SAMEA113583267","PRJEB63076"
"YoS2InDp3d0","YoS2In","Yo",2,"In","D",3,0,54.2531327,-2.3188873,31.78682,57.3,15.9,5.87,4.90349545,0.32803872,0.369727272727273,0.00272580310621118,0.0420518590653964,0.0124251554429655,"ResRisMcr-1-A-E-10-YoS2InDp3d0-ITS-1","ResRisMcr-1-A-E-10-YoS2InDp3d0-16S-1","ResRisMcr-1-A-E-10-YoS2InDp3d0-16S-1_S58_L001_R1_001.fastq.gz","ResRisMcr-1-A-E-10-YoS2InDp3d0-16S-1_S58_L001_R2_001.fastq.gz","ResRisMcr-1-A-E-10-YoS2InDp3d0-ITS-1_S58_L001_R1_001.fastq.gz","ResRisMcr-1-A-E-10-YoS2InDp3d0-ITS-1_S58_L001_R2_001.fastq.gz","20b10a978512359f321fb9ce815a0b3c","fcb09cca1afb97616fe41b101454f12e","8ac2da323c15566deda39b1dd1b0ebc8","f3bb1e34eb6e00c696bbccfa24d189f2","YoS2InDp3d0_16S_exp","YoS2InDp3d0_16S_run","YoS2InDp3d0_ITS_exp","YoS2InDp3d0_ITS_run","ERR11532156","ERX10936722","ERR11532497","ERX10937063","ERS15578177","SAMEA113583268","PRJEB63076"
"YoS2InDp3d60","YoS2In","Yo",2,"In","D",3,60,54.2531327,-2.3188873,31.78682,63.7,15,5.87,7.16217872,0.46813859,NA,0.00373353629486449,0.0393729946991914,0.0124467368441244,"ResRisMcr-1-A-F-12-YoS2InDp3d60-ITS-1","ResRisMcr-1-A-F-12-YoS2InDp3d60-16S-1","ResRisMcr-1-A-F-12-YoS2InDp3d60-16S-1_S72_L001_R1_001.fastq.gz","ResRisMcr-1-A-F-12-YoS2InDp3d60-16S-1_S72_L001_R2_001.fastq.gz","ResRisMcr-1-A-F-12-YoS2InDp3d60-ITS-1_S72_L001_R1_001.fastq.gz","ResRisMcr-1-A-F-12-YoS2InDp3d60-ITS-1_S72_L001_R2_001.fastq.gz","13c2212ca13a2b5fc4865aab1331a8f7","e90a7b9bcf842c80e523f100cea39e73","f67064fd953127a8df5f965d11800b50","eabead690298adb720fd4b664df97932","YoS2InDp3d60_16S_exp","YoS2InDp3d60_16S_run","YoS2InDp3d60_ITS_exp","YoS2InDp3d60_ITS_run","ERR11532157","ERX10936723","ERR11532498","ERX10937064","ERS15578178","SAMEA113583269","PRJEB63076"
"YoS3ExCp1d0","YoS3Ex","Yo",3,"Ex","C",1,0,54.2672292,-2.2659121,33.890908,49.7,20.7,5.48,3.42562314,0.28196898,0.108636363636364,0.00622727093123764,0.156874399925751,0.0397270330402332,"ResRisMcr-3-C-G-09-YoS3ExCp1d0-ITS-1","ResRisMcr-3-C-G-09-YoS3ExCp1d0-16S-1","ResRisMcr-3-C-G-09-YoS3ExCp1d0-16S-1_S273_L001_R1_001.fastq.gz","ResRisMcr-3-C-G-09-YoS3ExCp1d0-16S-1_S273_L001_R2_001.fastq.gz","ResRisMcr-3-C-G-09-YoS3ExCp1d0-ITS-1_S273_L001_R1_001.fastq.gz","ResRisMcr-3-C-G-09-YoS3ExCp1d0-ITS-1_S273_L001_R2_001.fastq.gz","d1d91a700246ddf23c32bea535c2f2cd","34367d278343004db45a4f2760c5f800","f4f3824fda43616d0a7fb3a91a4eddf9","b5016049b47aa45cb1183ce9ceafd92f","YoS3ExCp1d0_16S_exp","YoS3ExCp1d0_16S_run","YoS3ExCp1d0_ITS_exp","YoS3ExCp1d0_ITS_run","ERR11532158","ERX10936724","ERR11532499","ERX10937065","ERS15578179","SAMEA113583270","PRJEB63076"
"YoS3ExCp1d60","YoS3Ex","Yo",3,"Ex","C",1,60,54.2672292,-2.2659121,33.890908,53.5,16.7,5.48,3.42562314,0.28196898,NA,0.0026294233649015,0.0532620481908063,0.0292355686062724,"ResRisMcr-2-B-G-06-YoS3ExCp1d60-ITS-1","ResRisMcr-2-B-G-06-YoS3ExCp1d60-16S-1","ResRisMcr-2-B-G-06-YoS3ExCp1d60-16S-1_S174_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-06-YoS3ExCp1d60-16S-1_S174_L001_R2_001.fastq.gz","ResRisMcr-2-B-G-06-YoS3ExCp1d60-ITS-1_S174_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-06-YoS3ExCp1d60-ITS-1_S174_L001_R2_001.fastq.gz","6ee3515c717cb4e9f56743e27b79ce6a","7fa2293eea39bd4d39c94f2c244831e1","ed5be3f1a73871cecaf20789be6e4763","e657d9d388819585415b2ff63fd8204a","YoS3ExCp1d60_16S_exp","YoS3ExCp1d60_16S_run","YoS3ExCp1d60_ITS_exp","YoS3ExCp1d60_ITS_run","ERR11532159","ERX10936725","ERR11532500","ERX10937066","ERS15578180","SAMEA113583271","PRJEB63076"
"YoS3ExCp2d0","YoS3Ex","Yo",3,"Ex","C",2,0,54.2671842,-2.2658976,33.890908,47.5,21.8,4.56,3.01766802,0.25797162,0.124454545454545,0.00251385613771154,0.0682037181857544,0.0384871700426741,"ResRisMcr-4-D-A-07-YoS3ExCp2d0-ITS-1","ResRisMcr-4-D-A-07-YoS3ExCp2d0-16S-1","ResRisMcr-4-D-A-07-YoS3ExCp2d0-16S-1_S295_L001_R1_001.fastq.gz","ResRisMcr-4-D-A-07-YoS3ExCp2d0-16S-1_S295_L001_R2_001.fastq.gz","ResRisMcr-4-D-A-07-YoS3ExCp2d0-ITS-1_S295_L001_R1_001.fastq.gz","ResRisMcr-4-D-A-07-YoS3ExCp2d0-ITS-1_S295_L001_R2_001.fastq.gz","3e65920fc62efb098e519c18e12ccdb0","fa219220c9e83f27c720a9845931b636","540f3b64211438c03b451ed0a40f7921","04885fbdcb908387c95b046aeceda3ad","YoS3ExCp2d0_16S_exp","YoS3ExCp2d0_16S_run","YoS3ExCp2d0_ITS_exp","YoS3ExCp2d0_ITS_run","ERR11532160","ERX10936726","ERR11532501","ERX10937067","ERS15578181","SAMEA113583272","PRJEB63076"
"YoS3ExCp2d60","YoS3Ex","Yo",3,"Ex","C",2,60,54.2671842,-2.2658976,33.890908,54.7,16.2,4.56,4.89546144,0.44395116,NA,0.00273932177975266,0.0645171213051001,0.0468227267601676,"ResRisMcr-3-C-F-12-YoS3ExCp2d60-ITS-1","ResRisMcr-3-C-F-12-YoS3ExCp2d60-16S-1","ResRisMcr-3-C-F-12-YoS3ExCp2d60-16S-1_S264_L001_R1_001.fastq.gz","ResRisMcr-3-C-F-12-YoS3ExCp2d60-16S-1_S264_L001_R2_001.fastq.gz","ResRisMcr-3-C-F-12-YoS3ExCp2d60-ITS-1_S264_L001_R1_001.fastq.gz","ResRisMcr-3-C-F-12-YoS3ExCp2d60-ITS-1_S264_L001_R2_001.fastq.gz","3f6ca9f3d3ed0d2eb87be33f1000eb22","7ce44a355ada3f908865ee852da3adc2","4a860c94c15d9703422eecfd0dff7718","1806cfde6b68c2932bc85289e700aee0","YoS3ExCp2d60_16S_exp","YoS3ExCp2d60_16S_run","YoS3ExCp2d60_ITS_exp","YoS3ExCp2d60_ITS_run","ERR11532161","ERX10936727","ERR11532502","ERX10937068","ERS15578182","SAMEA113583273","PRJEB63076"
"YoS3ExCp3d0","YoS3Ex","Yo",3,"Ex","C",3,0,54.2672108,-2.265851,33.890908,49.9,21.9,4.65,3.23364426,0.2699703,0.129,0.00288372085235026,0.143064039831421,0.0325269237359385,"ResRisMcr-4-D-G-03-YoS3ExCp3d0-ITS-1","ResRisMcr-4-D-G-03-YoS3ExCp3d0-16S-1","ResRisMcr-4-D-G-03-YoS3ExCp3d0-16S-1_S363_L001_R1_001.fastq.gz","ResRisMcr-4-D-G-03-YoS3ExCp3d0-16S-1_S363_L001_R2_001.fastq.gz","ResRisMcr-4-D-G-03-YoS3ExCp3d0-ITS-1_S363_L001_R1_001.fastq.gz","ResRisMcr-4-D-G-03-YoS3ExCp3d0-ITS-1_S363_L001_R2_001.fastq.gz","57bbd43fdc989e108b5edf0251efcf1e","7d05b66d792cc6f335dab9eb8c5a998a","60c1e8cdf070a9a08c57f7e9e88372b9","36bfc9b57cf5070b0d1505c0bf2a36fb","YoS3ExCp3d0_16S_exp","YoS3ExCp3d0_16S_run","YoS3ExCp3d0_ITS_exp","YoS3ExCp3d0_ITS_run","ERR11532162","ERX10936728","ERR11532503","ERX10937069","ERS15578183","SAMEA113583274","PRJEB63076"
"YoS3ExCp3d60","YoS3Ex","Yo",3,"Ex","C",3,60,54.2672108,-2.265851,33.890908,53.9,16.7,4.65,2.64570894,0.22797492,NA,0.00107423670258047,0.0276380768927457,0.0218352110218745,"ResRisMcr-2-B-G-04-YoS3ExCp3d60-ITS-1","ResRisMcr-2-B-G-04-YoS3ExCp3d60-16S-1","ResRisMcr-2-B-G-04-YoS3ExCp3d60-16S-1_S172_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-04-YoS3ExCp3d60-16S-1_S172_L001_R2_001.fastq.gz","ResRisMcr-2-B-G-04-YoS3ExCp3d60-ITS-1_S172_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-04-YoS3ExCp3d60-ITS-1_S172_L001_R2_001.fastq.gz","18fbec8a13a973fbe0b5d1b612b2e4a3","7f4cd1fc714b29142ff9082fdf98649b","13a09d1349c9570a8828fd7c4f3747b4","764729915c2fe2044ddae607933139de","YoS3ExCp3d60_16S_exp","YoS3ExCp3d60_16S_run","YoS3ExCp3d60_ITS_exp","YoS3ExCp3d60_ITS_run","ERR11532163","ERX10936729","ERR11532504","ERX10937070","ERS15578184","SAMEA113583275","PRJEB63076"
"YoS3ExDp1d0","YoS3Ex","Yo",3,"Ex","D",1,0,54.2672382,-2.265912,33.890908,43.4,20.5,5.15,4.12154658,0.31196568,0.126636363636364,0.00121624827253236,0.044031174666564,0.032533183224356,"ResRisMcr-1-A-E-07-YoS3ExDp1d0-ITS-1","ResRisMcr-1-A-E-07-YoS3ExDp1d0-16S-1","ResRisMcr-1-A-E-07-YoS3ExDp1d0-16S-1_S55_L001_R1_001.fastq.gz","ResRisMcr-1-A-E-07-YoS3ExDp1d0-16S-1_S55_L001_R2_001.fastq.gz","ResRisMcr-1-A-E-07-YoS3ExDp1d0-ITS-1_S55_L001_R1_001.fastq.gz","ResRisMcr-1-A-E-07-YoS3ExDp1d0-ITS-1_S55_L001_R2_001.fastq.gz","66abba54eda2e67a31bd72f337e2d09f","09187a3c10ec0675007310c0389c50ba","17efdba296e53f80d10245de1add9d73","fbaa9fa0e0e0530e8ae26944fec26129","YoS3ExDp1d0_16S_exp","YoS3ExDp1d0_16S_run","YoS3ExDp1d0_ITS_exp","YoS3ExDp1d0_ITS_run","ERR11532164","ERX10936730","ERR11532505","ERX10937071","ERS15578185","SAMEA113583276","PRJEB63076"
"YoS3ExDp1d60","YoS3Ex","Yo",3,"Ex","D",1,60,54.2672382,-2.265912,33.890908,55.4,16.7,5.15,3.59360466,0.299967,NA,0.00204732326939581,0.0391311636964635,0.032918191057437,"ResRisMcr-4-D-B-03-YoS3ExDp1d60-ITS-1","ResRisMcr-4-D-B-03-YoS3ExDp1d60-16S-1","ResRisMcr-4-D-B-03-YoS3ExDp1d60-16S-1_S303_L001_R1_001.fastq.gz","ResRisMcr-4-D-B-03-YoS3ExDp1d60-16S-1_S303_L001_R2_001.fastq.gz","ResRisMcr-4-D-B-03-YoS3ExDp1d60-ITS-1_S303_L001_R1_001.fastq.gz","ResRisMcr-4-D-B-03-YoS3ExDp1d60-ITS-1_S303_L001_R2_001.fastq.gz","24e3d76a84097db9c87df9ddf55915fd","62214175ae51369860cff91651ba3c24","58ef47de8711b356579d5e28c55fc439","84aca9926fbf278cfb2127c2981de339","YoS3ExDp1d60_16S_exp","YoS3ExDp1d60_16S_run","YoS3ExDp1d60_ITS_exp","YoS3ExDp1d60_ITS_run","ERR11532165","ERX10936731","ERR11532506","ERX10937072","ERS15578186","SAMEA113583277","PRJEB63076"
"YoS3ExDp2d0","YoS3Ex","Yo",3,"Ex","D",2,0,54.2671932,-2.2659128,33.890908,54.9,21.4,4.74,3.73758882,0.29396766,0.156909090909091,0.00249926029026884,0.0447068580320352,0.0276711026740475,"ResRisMcr-4-D-D-09-YoS3ExDp2d0-ITS-1","ResRisMcr-4-D-D-09-YoS3ExDp2d0-16S-1","ResRisMcr-4-D-D-09-YoS3ExDp2d0-16S-1_S333_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-09-YoS3ExDp2d0-16S-1_S333_L001_R2_001.fastq.gz","ResRisMcr-4-D-D-09-YoS3ExDp2d0-ITS-1_S333_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-09-YoS3ExDp2d0-ITS-1_S333_L001_R2_001.fastq.gz","a5804bfdba4465e28ec5070116e3be92","30fe097a89428f92e97e911e0edba120","425a8f3ff914f99e63987ea8736cf8d4","a1b1f2b935a6bd2d3bf941c5851d32da","YoS3ExDp2d0_16S_exp","YoS3ExDp2d0_16S_run","YoS3ExDp2d0_ITS_exp","YoS3ExDp2d0_ITS_run","ERR11532166","ERX10936732","ERR11532507","ERX10937073","ERS15578187","SAMEA113583278","PRJEB63076"
"YoS3ExDp2d60","YoS3Ex","Yo",3,"Ex","D",2,60,54.2671932,-2.2659128,33.890908,56.5,16.3,4.74,3.41362446,0.26397096,NA,0.0010982071191498,0.0208377854093402,0.0129596103971213,"ResRisMcr-1-A-D-12-YoS3ExDp2d60-ITS-1","ResRisMcr-1-A-D-12-YoS3ExDp2d60-16S-1","ResRisMcr-1-A-D-12-YoS3ExDp2d60-16S-1_S48_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-12-YoS3ExDp2d60-16S-1_S48_L001_R2_001.fastq.gz","ResRisMcr-1-A-D-12-YoS3ExDp2d60-ITS-1_S48_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-12-YoS3ExDp2d60-ITS-1_S48_L001_R2_001.fastq.gz","086f06141c0bf99fd1420ccc93fb034b","0b3ce2736f22ca3a0564cf276215bdc7","ab78ebd703bac94db13250caf623856f","654cb3ef8abb98d163a6ab52226e8e3b","YoS3ExDp2d60_16S_exp","YoS3ExDp2d60_16S_run","YoS3ExDp2d60_ITS_exp","YoS3ExDp2d60_ITS_run","ERR11532167","ERX10936733","ERR11532508","ERX10937074","ERS15578188","SAMEA113583279","PRJEB63076"
"YoS3ExDp3d0","YoS3Ex","Yo",3,"Ex","D",3,0,54.2672197,-2.2658355,33.890908,50.5,23.3,4.78,2.99367066,0.24597294,0.144181818181818,0.00385409248272365,0.0718547022682757,0.0382126448075715,"ResRisMcr-1-A-C-12-YoS3ExDp3d0-ITS-1","ResRisMcr-1-A-C-12-YoS3ExDp3d0-16S-1","ResRisMcr-1-A-C-12-YoS3ExDp3d0-16S-1_S36_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-12-YoS3ExDp3d0-16S-1_S36_L001_R2_001.fastq.gz","ResRisMcr-1-A-C-12-YoS3ExDp3d0-ITS-1_S36_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-12-YoS3ExDp3d0-ITS-1_S36_L001_R2_001.fastq.gz","ed44198b8459f563bde5991b76a20ff9","c603e9ddd964522f8de535e31598eb6d","0a4f70748430ac1a348bda6424bf42db","35941fc8cd97230bd0b1511e12d77795","YoS3ExDp3d0_16S_exp","YoS3ExDp3d0_16S_run","YoS3ExDp3d0_ITS_exp","YoS3ExDp3d0_ITS_run","ERR11532168","ERX10936734","ERR11532509","ERX10937075","ERS15578189","SAMEA113583280","PRJEB63076"
"YoS3ExDp3d60","YoS3Ex","Yo",3,"Ex","D",3,60,54.2672197,-2.2658355,33.890908,50.8,16.4,4.78,4.11554724,0.35396106,NA,0.00178615622116208,0.0407081146065675,0.0429347204459224,"ResRisMcr-4-D-E-02-YoS3ExDp3d60-ITS-1","ResRisMcr-4-D-E-02-YoS3ExDp3d60-16S-1","ResRisMcr-4-D-E-02-YoS3ExDp3d60-16S-1_S338_L001_R1_001.fastq.gz","ResRisMcr-4-D-E-02-YoS3ExDp3d60-16S-1_S338_L001_R2_001.fastq.gz","ResRisMcr-4-D-E-02-YoS3ExDp3d60-ITS-1_S338_L001_R1_001.fastq.gz","ResRisMcr-4-D-E-02-YoS3ExDp3d60-ITS-1_S338_L001_R2_001.fastq.gz","30c400d3a8d37ed7b72fa99e4985fad7","1d313598836621c962357dae2f2b6042","02bff2ccd38f6ee0c7c0feec693e45b6","516dab0fe1c8dcecadd6d51e1c99f38c","YoS3ExDp3d60_16S_exp","YoS3ExDp3d60_16S_run","YoS3ExDp3d60_ITS_exp","YoS3ExDp3d60_ITS_run","ERR11532169","ERX10936735","ERR11532510","ERX10937076","ERS15578190","SAMEA113583281","PRJEB63076"
"YoS3InCp1d0","YoS3In","Yo",3,"In","C",1,0,54.2671468,-2.2656679,41.786663,56.9,19.4,4.84,3.55175037,0.302556513,0.272636363636364,0.00313732436648405,0.0257101177221814,0.018309846259522,"ResRisMcr-3-C-A-03-YoS3InCp1d0-ITS-1","ResRisMcr-3-C-A-03-YoS3InCp1d0-16S-1","ResRisMcr-3-C-A-03-YoS3InCp1d0-16S-1_S195_L001_R1_001.fastq.gz","ResRisMcr-3-C-A-03-YoS3InCp1d0-16S-1_S195_L001_R2_001.fastq.gz","ResRisMcr-3-C-A-03-YoS3InCp1d0-ITS-1_S195_L001_R1_001.fastq.gz","ResRisMcr-3-C-A-03-YoS3InCp1d0-ITS-1_S195_L001_R2_001.fastq.gz","f9f7a24870887985ac632297aa95d8e8","c7cddd0cdacf9c0a7f7b9c8edf51b3a7","9b882e2407169e799d0a5ec4c7f49773","22bd2b685b395d2196b1d2a6082d4909","YoS3InCp1d0_16S_exp","YoS3InCp1d0_16S_run","YoS3InCp1d0_ITS_exp","YoS3InCp1d0_ITS_run","ERR11532170","ERX10936736","ERR11532511","ERX10937077","ERS15578191","SAMEA113583282","PRJEB63076"
"YoS3InCp1d60","YoS3In","Yo",3,"In","C",1,60,54.2671468,-2.2656679,41.786663,58.9,15.5,4.84,3.073798777,0.26309262,NA,0.00290348818929882,0.0211041277621353,0.016911093451324,"ResRisMcr-2-B-F-10-YoS3InCp1d60-ITS-1","ResRisMcr-2-B-F-10-YoS3InCp1d60-16S-1","ResRisMcr-2-B-F-10-YoS3InCp1d60-16S-1_S166_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-10-YoS3InCp1d60-16S-1_S166_L001_R2_001.fastq.gz","ResRisMcr-2-B-F-10-YoS3InCp1d60-ITS-1_S166_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-10-YoS3InCp1d60-ITS-1_S166_L001_R2_001.fastq.gz","5a9c22af2fa4ec96cff323d2f2365979","72d0b3a2f9b2b6e681a4136fb916497f","993bea2744e26bad1742fd6302daa3df","7d8c3295c820c840a56b289079ea7424","YoS3InCp1d60_16S_exp","YoS3InCp1d60_16S_run","YoS3InCp1d60_ITS_exp","YoS3InCp1d60_ITS_run","ERR11532171","ERX10936737","ERR11532512","ERX10937078","ERS15578192","SAMEA113583283","PRJEB63076"
"YoS3InCp2d0","YoS3In","Yo",3,"In","C",2,0,54.2671738,-2.2656674,41.786663,45.3,19.1,4.52,2.986101237,0.258707743,0.406,0.00116824582959036,0.0933580920111892,0.0174614803066352,"ResRisMcr-2-B-E-10-YoS3InCp2d0-ITS-1","ResRisMcr-2-B-E-10-YoS3InCp2d0-16S-1","ResRisMcr-2-B-E-10-YoS3InCp2d0-16S-1_S154_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-10-YoS3InCp2d0-16S-1_S154_L001_R2_001.fastq.gz","ResRisMcr-2-B-E-10-YoS3InCp2d0-ITS-1_S154_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-10-YoS3InCp2d0-ITS-1_S154_L001_R2_001.fastq.gz","a7ddcde89f99f0214337ae1fb645c5a6","6504fc2e598e6dee7f633a4e491523ae","76e4e1cd822c6e8d7c36c1b5a696ff3c","2e5818903895aeb1a525b74cb5531970","YoS3InCp2d0_16S_exp","YoS3InCp2d0_16S_run","YoS3InCp2d0_ITS_exp","YoS3InCp2d0_ITS_run","ERR11532172","ERX10936738","ERR11532513","ERX10937079","ERS15578193","SAMEA113583284","PRJEB63076"
"YoS3InCp2d60","YoS3In","Yo",3,"In","C",2,60,54.2671738,-2.2656674,41.786663,60.6,15.6,4.52,3.086953408,0.280632128,NA,0.0006311697190848,0.0411858981636946,0.0247920171633587,"ResRisMcr-4-D-E-04-YoS3InCp2d60-ITS-1","ResRisMcr-4-D-E-04-YoS3InCp2d60-16S-1","ResRisMcr-4-D-E-04-YoS3InCp2d60-16S-1_S340_L001_R1_001.fastq.gz","ResRisMcr-4-D-E-04-YoS3InCp2d60-16S-1_S340_L001_R2_001.fastq.gz","ResRisMcr-4-D-E-04-YoS3InCp2d60-ITS-1_S340_L001_R1_001.fastq.gz","ResRisMcr-4-D-E-04-YoS3InCp2d60-ITS-1_S340_L001_R2_001.fastq.gz","0781f36d59c250228dd8e9f1429a45b3","c599cfbaf6e870c39b3ffd71c667d37f","79bd9555a65b0a676a12a244ada570a1","1272cbc720b1f8f50774275440e02e9f","YoS3InCp2d60_16S_exp","YoS3InCp2d60_16S_run","YoS3InCp2d60_ITS_exp","YoS3InCp2d60_ITS_run","ERR11532173","ERX10936739","ERR11532514","ERX10937080","ERS15578194","SAMEA113583285","PRJEB63076"
"YoS3InCp3d0","YoS3In","Yo",3,"In","C",3,0,54.2671917,-2.2656671,41.786663,55.3,21.4,4.69,3.257963611,0.267477497,0.308363636363636,0.0041525934061232,0.0304530342611097,0.0252968846090895,"ResRisMcr-2-B-A-12-YoS3InCp3d0-ITS-1","ResRisMcr-2-B-A-12-YoS3InCp3d0-16S-1","ResRisMcr-2-B-A-12-YoS3InCp3d0-16S-1_S108_L001_R1_001.fastq.gz","ResRisMcr-2-B-A-12-YoS3InCp3d0-16S-1_S108_L001_R2_001.fastq.gz","ResRisMcr-2-B-A-12-YoS3InCp3d0-ITS-1_S108_L001_R1_001.fastq.gz","ResRisMcr-2-B-A-12-YoS3InCp3d0-ITS-1_S108_L001_R2_001.fastq.gz","2339c71017402b908f935d00358f07dd","1f1120c2b72ae320ca08de5feaeb1724","4c2225de14e63cd88eb59af5aad6621f","2d95606a829e48813978ce487232a06b","YoS3InCp3d0_16S_exp","YoS3InCp3d0_16S_run","YoS3InCp3d0_ITS_exp","YoS3InCp3d0_ITS_run","ERR11532174","ERX10936740","ERR11532515","ERX10937081","ERS15578195","SAMEA113583286","PRJEB63076"
"YoS3InCp3d60","YoS3In","Yo",3,"In","C",3,60,54.2671917,-2.2656671,41.786663,57.4,15.7,4.69,2.253826778,0.197319465,NA,0.00144813184318859,0.0475125467001366,0.0210298047863334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
